Column1;energy;valence;spotify_id;name;artists;duration
75755;0.717;0.316;7GAaTpSoTWUTbP2Yxlt4Hd;Need You Now;Lady A;236440.0
75763;0.39;0.237;7yQMZQeiSKnvEgimeGPVhi;I Can Still Make Cheyenne;George Strait;256067.0
75765;0.834;0.722;2evFJQfQVcDEXyOiyEV6OW;John Deere Green;Joe Diffie;272067.0
75768;0.679;0.483;5f3MXmTmstozFg0BH1yPUk;If I Didn't Love You;Jason Aldean,Carrie Underwood;212030.0
75771;0.829;0.815;5PAvFGse5jjDH9ke8Mae7D;Just the Way;Parmalee,Blanco Brown;193880.0
75773;0.848;0.803;0NLBwQBYJhEM9t3KAMPFVR;Sold (The Grundy County Auction Incident);John Michael Montgomery;152187.0
75786;0.731;0.618;4EDBgrYqYQ6b50yhJWKsHp;Should've Been A Cowboy;Toby Keith;209867.0
75787;0.321;0.342;7Jpclr7tZ6aQXjoKzWXUJV;Don't It Make My Brown Eyes Blue;Crystal Gayle;157653.0
75788;0.431;0.895;30umTfxMvL3QBUxgQPaYdp;Hello Walls;Faron Young;121907.0
75792;0.234;0.342;5cCLKP66G2PJEorzYQVXHR;Love, Me;Collin Raye;231507.0
75797;0.522;0.69;4H2TRR9FjnnIwxGnIt9stO;Killin' Time;Clint Black;168000.0
75798;0.511;0.552;6H7nDglS6xWpRidbhMwI2L;Here You Come Again;Dolly Parton;179491.0
75803;0.823;0.702;2op0kDNARK2VHWHntEeH4g;Just To See You Smile;Tim McGraw;215173.0
75805;0.717;0.663;70TsRbycWfabtevnripyRu;Don't Let Our Love Start Slippin' Away;Vince Gill;223533.0
75806;0.502;0.543;2s1gKDfyy4wTv5gzZleWUT;Two Dozen Roses;Shenandoah;223613.0
75841;0.759;0.821;2Esf7NTKQNCPE4G17QvVCs;Toes;Zac Brown Band;262773.0
75846;0.772;0.472;2h4fQzNmlhTrqJmwpGus0N;Moon Over Mexico;Luke Combs;204640.0
75849;0.605;0.886;7e89621JPkKaeDSTQ3avtg;Sweet Home Alabama;Lynyrd Skynyrd;283800.0
75852;0.933;0.581;7z1xQUZKgpXXdCquuSRjRC;Life is a Highway;Rascal Flatts;276973.0
75853;0.776;0.448;38nVuIj9mi5a8oopOJhSJk;Here Tonight;Brett Young;216533.0
75860;0.931;0.723;2iT8p5HHGZoIgFME97V1fd;This Is How We Roll;Florida Georgia Line,Luke Bryan;220907.0
75865;0.464;0.523;3VamXAvVMczcS2PTYtPfBQ;Best Shot;Jimmie Allen;195053.0
75868;0.767;0.601;0pJalGEYsRikSogLkXU6KV;You Time;Scotty McCreery;192027.0
75872;0.743;0.531;5MxKAr6Ui5hQ9TtjdnlmrR;Anywhere With You;Afrojack,Lucas & Steve,DubVision;158807.0
75874;0.797;0.855;0KzCNeuMVGXbnMbjX6ilCU;Dopamine (feat. Eyelar);Purple Disco Machine,Eyelar;216092.0
75888;0.807;0.684;2Jt8OOQV33kCWJs7ojOCUJ;Good Ones - Joel Corry Remix;Charli XCX,Joel Corry;165142.0
75910;0.714;0.408;4VWCn553TnAjZn7Vv57BWP;Promises;Diplo,Paul Woolford,Kareen Lomax;201176.0
75923;0.72;0.631;63aj87TQG6F3RVO5nbG2VQ;In Da Getto;J Balvin,Skrillex;131067.0
75924;0.912;0.395;4Xg3MxCFNAVJSguYX2XpLv;Soundscape;Armin van Buuren;146719.0
75934;0.904;0.243;2Lm41VRnYjEK5ElbuQ9AA7;Friendships (Lost My Love) - ATB Remix;Pascal Letoublon,Leony,ATB;204375.0
75947;0.688;0.387;1bFgMkoazsyZGSflpCzYm6;Pepas - Tiësto Remix;Farruko,Tiësto;223385.0
75966;0.787;0.394;7ryJyehFNHET2LMw2BLO0h;Lonely;Gabry Ponte,Jerome;168889.0
75981;0.893;0.439;3iw6V4LH7yPj1ESORX9RIN;Wellerman - Sea Shanty / 220 KID x Billen Ted Remix;Nathan Evans,220 KID,Billen Ted;116750.0
75986;0.85;0.35;5E00xRhYsooyC3MBA2H848;Stars;VIZE,Laniia;165469.0
75991;0.784;0.517;5YaskwnGDZFDRipaqzbwQx;Your Love (9PM);ATB,Topic,A7S;150053.0
75992;0.95;0.436;6J9v3Jr3G2WWb2VQPXU2gX;Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix;Clean Bandit,Ellie Goulding,Tiësto;156168.0
75996;0.937;0.669;5iY4ME9owPdS6R99Kcz5Gr;Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah;Swedish House Mafia,Tinie Tempah;204667.0
75999;0.795;0.723;35MKhw2YBKApmD7fAnPERC;Faith (with Dolly Parton) [feat. Mr. Probz];Galantis,Dolly Parton,Mr. Probz;186805.0
76003;0.904;0.328;3YOZWCREvKsxhcZNJix5xd;No Fun;Armin van Buuren,The Stickmen Project;130413.0
76006;0.731;0.793;5RzFJd6W40SDTyZkX6xx45;I Know You Want Me (Calle Ocho);Pitbull;237120.0
76010;0.55;0.594;2aIdVb8v9KTpEZnftkz2mD;Buy U a Drank (Shawty Snappin') (feat. Yung Joc);T-Pain,Yung Joc;227960.0
76018;0.48;0.797;6wDRGhiitOIwUolV6JnF59;She's Royal;Tarrus Riley;251027.0
76019;0.754;0.712;5i7yNnwyGbRIXkwYVDjgNI;Nuh Linga;Elephant Man;132333.0
76024;0.621;0.497;0j55p8YRAPG8yajtNyjt6A;Hold You - Hold Yuh;Gyptian;233253.0
76026;0.829;0.851;2vACumvzzT2ZngO2p7i3Gu;King Of The Dancehall;Beenie Man;217107.0
76027;0.801;0.664;6G3C7cSVBxgbUiRbDtwQhR;Ohne mein Team;Bonez MC,RAF Camora,Maxwell;188507.0
76029;0.815;0.813;5CtI0qwDJkDQGwXD1H1cLb;Despacito - Remix;Luis Fonsi,Daddy Yankee,Justin Bieber;228827.0
76037;0.632;0.505;3U3Ff8ZvL6oEu1r98gCCWW;Pon de Replay;Rihanna;246960.0
76049;0.693;0.807;1QATFLA8ueCIke5bx80Hzk;No Limit;Moyann,Shenseea;158824.0
76066;0.665;0.554;6VPEm34TAUf7rYfJ36ygdl;Ocean Wave;Alkaline;163800.0
76069;0.887;0.842;6AxSYAHq0U6fKykB7uScPl;The Harder They Fall;Koffee;168705.0
76103;0.721;0.414;4fLYIk3h4ZYLiN3wNEUzQm;Romping Shop;Vybz Kartel,Spice;212453.0
76110;0.537;0.639;4na0hlgibCMbFanxYXmZtd;Upset;Shenseea;147435.0
76111;0.693;0.807;5D8ChOpWBYGR5R1NFDhL1z;No Limit;Moyann,Shenseea;158824.0
76131;0.696;0.531;6Gmysz04cSlQNhWHvBEO4a;Walking Trophy;HoodCelebrityy;215327.0
76180;0.951;0.0768;6on5n2S3CpQ8wuORBCMkDS;Intensified Genocide;Shadow of Intent;244227.0
76184;0.995;0.167;0meoZGEn97kg2pP8JHpYe4;The Remedy;Polaris;243913.0
76192;0.98;0.285;0WZZENH0kt3O2cBE8q5IRq;War Eternal;Arch Enemy;256053.0
76205;0.758;0.196;5TvEN16rGvvXUGrdg4BxUC;Innadadance (feat. Suli Breaks & Jazzie B) [Meduza Remix] - Edit;Faithless,Suli Breaks,Jazzie B.,MEDUZA;191613.0
76207;0.754;0.209;1OFtfwhXqUYO08yD0QfTQE;Angel (feat. Clementine Douglas);Sonny Fodera,Clementine Douglas;189700.0
76232;0.327;0.507;3MbMCoPu0hE0nZZMspr26k;Lightyears;Juan Atkins,Moritz Von Oswald;367500.0
76244;0.701;0.87;6EOdY7I7Xm1vPP1cyaGbWZ;Ain't No Stoppin' Us Now;McFadden & Whitehead;220867.0
76248;0.921;0.628;69ZGaXg5BV9HRxOgexbu6N;Only You;Steve Monite;381040.0
76258;0.937;0.794;49eplIHvgCLY8HAgcaWrUb;Fireball (feat. John Ryan);Pitbull,John Ryan;235012.0
76260;0.894;0.387;68vezH3cT6dVOABipmGZ9R;The Right Song;Tiësto,Oliver Heldens,Natalie La Rose;205440.0
76272;0.786;0.962;2rcmr9KH9yEvdKJVhXmLwG;Boogie Wonderland;Earth, Wind & Fire,The Emotions;288333.0
76273;0.886;0.727;2M55R2A9IAhLdsCGFj8r8k;I'm Every Woman;Chaka Khan;249600.0
76275;0.869;0.715;5S1yeuswEPofFOCkMFLNLc;Like A G6;Far East Movement,The Cataracs,DEV;218347.0
76279;0.668;0.741;6Wn72d0xZsjfpVbufq6E7m;Never Too Much;Luther Vandross;229600.0
76289;0.88;0.814;2Q5q1q01KOdHt5fM00WUJ8;Colombia, Mi Encanto;Carlos Vives;175280.0
76293;0.792;0.594;3vai4gHiOJDXXrL8ZOaVzi;Wenn ich Mensch bin;Cassandra Steen,Roger Cicero,Bill Ramsey;142227.0
76298;0.466;0.86;62GYoGszQfROZswLee6W3O;Give Me the Night;George Benson;222627.0
76305;0.341;0.646;7G061Oqw7NXFr1NDTpXoI4;"Happy Working Song - From ""Enchanted"" / Soundtrack Version";Amy Adams;129613.0
76317;0.298;0.591;7fAYNruqPvEyjrL6xi10jQ;Kann Es Wirklich Liebe Sein;Alexandra Wilcke,Jocelyn B. Smith,Ilja Richter,Rainer Basedow,Cusch Jung;178933.0
76338;0.493;0.716;5uyKgI1ORZYA5F84qjSsn2;Higitus Figitus;Karl Swensen,Ricky Sorenson;108027.0
76347;0.275;0.411;2Sssq9KfCIBBMjk0UDZvmA;Mitten im Hundert-Morgen-Wald;Chorus - Winnie The Pooh And The Honey Tree;101813.0
76354;0.861;0.0386;7AVyve7cFYTd51ha5i9kE2;Down Under (feat. Colin Hay);Luude,Colin Hay;158774.0
76364;0.807;0.11;4Up7qSYhb0GNAbULfWfnLX;Oxygen;The Prototypes,Kudu Blue;244152.0
76377;0.981;0.142;5iZcCSEAg8e3CH20mXfS0q;Renaissance;Culture Shock;209549.0
76379;0.864;0.28;5lnCGe2IEKn1V2G3B5rzZQ;If We Ever - Unglued Remix;High Contrast,Unglued;317974.0
76384;0.922;0.695;7F6jxbcbBpQeeBStWdMLuz;Aftershock;Macky Gee,Stuart Rowe;230400.0
76425;0.957;0.0779;5l9NEMBpuF5mtjv4vO1Zoq;Generator;Dimension;306207.0
76427;0.635;0.168;1Bu2ICXvqpoCM1cmWTyvrJ;What I Said;Kanine;311243.0
76442;0.578;0.646;3q9d18SYJ0JDfvFCZAtBow;Night Vision;Distance;369360.0
76446;0.453;0.815;7FILn9Akg2468HPNsRZCkq;Waiting In Vain;Bob Marley & The Wailers;256493.0
76472;0.849;0.147;5Sey3HgGa6KB46mlOyCClZ;Calling (Lose My Mind) - Radio Edit;Sebastian Ingrosso,Alesso,Ryan Tedder;205440.0
76479;0.833;0.796;6Dy1jexKYriXAVG6evyUTJ;OUT OUT (feat. Charli XCX & Saweetie);Joel Corry,Jax Jones,Charli XCX,Saweetie;162604.0
76498;0.965;0.77;0LXcDLTEW5ybAt2IOVQnfe;Freaks - Radio Edit;Timmy Trumpet,Savage;170520.0
76501;0.959;0.0293;4Lq4TjaQWTNmo5viydoLLa;You Take My Hand;Tinlicker,Jamie Irrepressible;315877.0
76510;0.951;0.683;2TJl6vnxE2qlko7a3vgP63;Ah Yeah So What - WAYF Edit;Will Sparks,Wiley,Elen Levon;207373.0
76521;0.885;0.76;4yRS1DM5gRtXCd6HThwqDK;Gecko (Overdrive) - Radio Edit;Oliver Heldens,Becky Hill;165441.0
76523;0.931;0.797;3LWDPEXEaLBRGNLbdcbwBR;Mr. Saxobeat - Radio Edit;Alexandra Stan;195105.0
76526;0.684;0.622;3yWftYcuQi3uuNcwWuitUw;Pumped Up;Klingande;177253.0
76527;0.621;0.584;0343bYQtSfznf6v90jRLRK;Forever Young;John De Sohn,LIAMOO;167912.0
76529;0.8;0.836;06h3McKzmxS8Bx58USHiMq;Silhouettes - Original Radio Edit;Avicii;211880.0
76556;0.808;0.181;7azVJ6AgvPLOum1tppactO;UFO - Radio Edit;Vigiland;144390.0
76558;0.407;0.161;6z5Yh7kOKeLjqIsNdokIpU;A Thousand Years;Christina Perri;285120.0
76559;0.931;0.54;506Qol3QNhRXSQhZraZzVz;CI SARAI (IRGENDWIE) [feat. Pietro Lombardi];Giovanni Zarrella,Pietro Lombardi;196363.0
76565;0.861;0.416;3r0NMcEl7lxAHkSlDk8b7U;Centuries;Fall Out Boy;231813.0
76575;0.111;0.198;43zdsphuZLzwA9k4DJhU0I;when the party's over;Billie Eilish;196077.0
76578;0.586;0.443;3EPXxR3ImUwfayaurPi3cm;Be Alright;Dean Lewis;196373.0
76579;0.896;0.569;3ZsexY07D4t4HRq7ogeSAS;Dear Maria, Count Me In;All Time Low;182827.0
76637;0.319;0.392;6pgSQuEY2hJhRkC4YpZfJQ;Demons and Monsters;347aidan;197882.0
76666;0.667;0.43;2eFjKl5cyPPYElDByCh6Tb;First Time;ILLENIUM,iann dior;165779.0
76681;0.12;0.176;2UiZOMHWp9a7Yyw7m63pHP;Ordinary People;Blake Rose;253597.0
76683;0.407;0.244;1HYnjKqSSHh1tdl2Hi57zH;Wasteland, Baby!;Hozier;266467.0
76696;0.502;0.147;1djzKW3eYLyzjjHXazEWWh;Movement;Hozier;237800.0
76698;0.346;0.659;2iXdwVdzA0KrI2Q0iZNJbX;Better Together;Jack Johnson;207680.0
76704;0.769;0.393;5PRRthP9SLfbXB359MfIWv;I Will Wait;Mumford & Sons;276720.0
76724;0.533;0.364;6FloUWDjW3r51mRYyw0vv5;Grow into Love;Half Moon Run;162107.0
76728;0.396;0.585;52vA3CYKZqZVdQnzRrdZt6;The Times They Are A-Changin';Bob Dylan;192053.0
76730;0.697;0.774;2LawezPeJhN4AWuSB0GtAU;Have You Ever Seen The Rain;Creedence Clearwater Revival;160133.0
76736;0.466;0.151;6zmANU5l4qCHQrI5cZhSS2;Movement;Hozier;237120.0
76744;0.873;0.964;6sahduZe4u8569HG7mcs2r;Aquelas Coisas;João Gomes;147072.0
76748;0.849;0.914;297PAlIk1PSDeZFkdC4WIe;Viela;Marcynho Sensação;152483.0
76749;0.836;0.694;5iZQLhYMDoy9mD9V8dO93q;Termina Comigo;Vitor Fernandes;167400.0
76750;0.783;0.711;6jvfXOp3fsLP3O0oIP030K;Meu Sonho;Tarcísio do Acordeon;192946.0
76752;0.687;0.187;1Omt5bfz1tZUCqd26HxbS0;Beyond;Leon Bridges;240600.0
76762;0.431;0.737;2QkpfEIj3Ox8Tqfio7OTMh;Sympathique;Pink Martini;154080.0
76782;0.913;0.958;3bZy4mfepri8X7JIdhCj5L;Feira De Mangaio;Clara Nunes;198133.0
76786;0.324;0.546;5ltdjMGizJoqS5x7rZzij2;C'est Si Bon;Eartha Kitt;177400.0
76787;0.235;0.408;1I0WMUN424myWEtewi6rtZ;Je Cherche Un Homme;Eartha Kitt;168533.0
76792;0.732;0.46;6F8Caj9u2wk5hmbFuKK6Pa;Elle est bonne sa mère;Vegedream,Ninho;197925.0
76804;0.819;0.864;0hhXziDUO0wNYPsstDQWN6;Overnight;Parcels;219604.0
76810;0.508;0.385;118kolZnbJBQvbOl0D4C71;Daydream In Blue;I Monster;223667.0
76816;0.948;0.826;5asuuExnLEX8l01v9uSbPk;Quem Perdeu Que Chore - Ao Vivo;Israel & Rodolffo,MC Kevinho;158396.0
76830;0.843;0.704;3bYCGWnZdLQjndiKogqA3G;Summer Of '69;Bryan Adams;216053.0
76832;0.809;0.925;4JMPUGaP0ih23oFcpewYL4;138 Trek;DJ Zinc;308785.0
76837;0.742;0.471;7k5KNDMCeLP3NxpKfpjqqp;Copenhague;Vetusta Morla;303693.0
76841;0.75;0.966;7EwfD7srjZaN8bMx8c6BkR;Thong Song - Artful Dodger Remix;Sisqo,M.C. Alastair;334733.0
76843;0.79;0.513;6vrUTGn5p8IrfTZ0J6sIVM;Iris;The Goo Goo Dolls;289907.0
76853;0.714;0.762;4HjKIlsXjNKghI8gJsYVMC;Just In Case - Dub-A-Holics Roller's Revival Mix Edit;Jaheim;217000.0
76858;0.395;0.571;3stQUVyIkVtY7KbU8OGnEN;A Little Bit of Luck;DJ Luck & MC Neat;349960.0
76859;0.629;0.752;1I0lNV2PAKHLsFCuRC1Z1Y;Crazy Love;MJ Cole,Elisabeth Troy;279587.0
76860;0.637;0.818;5KZ8y0RROfoYbB5lwCk3EJ;21 Seconds;So Solid Crew;302827.0
76894;0.758;0.683;6hw1Sy9wZ8UCxYGdpKrU6M;Roller;Apache 207;157093.0
76909;0.591;0.135;4poYvYKOKtpAOoXSIYeU0A;Pocahontas;AnnenMayKantereit;185231.0
76913;0.736;0.311;6J07Aeq7fOW5Xx9mFtwyoH;Oft gefragt;AnnenMayKantereit;178721.0
76914;0.511;0.571;4ow1etGbQ8kfbAT3QPlmhN;Devam (feat. Luciano & Ezhel);Gentleman,Luciano,Ezhel;164321.0
76920;0.613;0.147;7Dp0unlUzhQtk60rVq5mMC;Lugar Secreto;Gabriela Rocha;422333.0
76921;0.492;0.179;55f1flE6Bq8hENwfJRLcCa;Grandes Coisas - Ao Vivo;Fernandinho;297680.0
76924;0.746;0.165;1tz9IZ5q3uWYkmQKnQMneO;É Tudo Sobre Você - Ao Vivo;Morada;372174.0
76927;0.75;0.223;7ENa78pAWM2EGaBOcWIwuR;Restitui - Ao Vivo;Davi Sacer,Ton Carfi;257897.0
76947;0.457;0.167;4iw1pOe6oDkw4Rc2TX7NSm;Deus é Deus;Delino Marçal;271209.0
76952;0.498;0.342;0suvVjf5ZT2Pasu1cDPEVr;Com Muito Louvor;Cassiane;305807.0
76967;0.461;0.165;0j7Lt1KTmML9krbRcnmgUO;Os Sonhos de Deus;Ludmila Ferber;415800.0
77048;0.221;0.24;61fJbKeTzsoKwSgYEFjmsY;Deserto;Os Arrais;302653.0
77053;0.275;0.329;0cqetEMWwpwK2ssYu5iLu5;Barley;Birds of Chicago;184467.0
77071;0.956;0.909;2JO3HwMRPeya8bXbtbyPcf;Love Will Tear Us Apart;Joy Division;206867.0
77083;0.799;0.551;0zZnk5xWFV8ma76Dltv3Zu;Black Planet;Sisters of Mercy;281827.0
77093;0.458;0.132;42WPVWtxYdFE9fb8Vp24FR;Running Up That Hill;Placebo;294093.0
77094;0.813;0.821;0X5C4WjQNubRysTkHOubz3;Lovesong - 2010 Remaster;The Cure;209573.0
77116;0.93;0.226;3Te97LxTIMxlJBWq23bdkC;Scum;Napalm Death;155520.0
77117;0.895;0.237;1T8IRUJBga0JXioJZvxjBR;Deutschland;Rammstein;322340.0
77154;0.593;0.297;0WEMvMJZUrCUJJtu7rOPjB;The Wrangler;The Budos Band;179547.0
77164;0.476;0.965;7gSQv1OHpkIoAdUiRLdmI6;I Won't Back Down;Tom Petty;178360.0
77180;0.964;0.459;7glld4kxYHp61zIPtSVHNk;Lounge Act;Nirvana;156427.0
77186;0.714;0.462;24tO365YW6lcZr1hN4Ukzj;Tomorrow;Silverchair;266280.0
77187;0.529;0.486;4BY4V1T0RJK1HmD2Q0ClyK;Oblivion;Grimes;251267.0
77188;0.619;0.51;1D9HQactbJoUudf9B119Y5;High Enough;K.Flay;231600.0
77196;0.469;0.313;47wPvRG8FEwbZP22UBgTQr;Seven Nation Army;The White Stripes;231920.0
77216;0.586;0.656;4MYb7NWLwXNDB7bYs3HeX8;Slow Ride;Foghat;232533.0
77217;0.832;0.584;5Ny6yVg3LRfz3jicFcIMlm;Mississippi Queen;Mountain;147827.0
77219;0.73;0.678;38bHLl4pznhxzRJLuw1OA7;Barracuda;Heart;262160.0
77220;0.988;0.321;3gNGi2iUGHXGpBQHce6Nua;When You Were Young;The Killers;220427.0
77221;0.84;0.631;1uwNegzo0PGLxnQruPHbWJ;The Seeker - Edit;The Who;191453.0
77224;0.94;0.58;2wySlB6vMzCbQrRnNGOYKa;My Name Is Jonas;Weezer;204293.0
77226;0.868;0.698;6k6gzf2RjLHawPOvxXimdv;Miss Murder;AFI;205707.0
77227;0.889;0.287;0o7g2ndHoHmzTXaxjPM44O;Even Flow;Pearl Jam;293667.0
77230;0.954;0.396;72aCha2Meq7txnk451hz7k;Helicopter;Bloc Party;220173.0
77232;0.938;0.308;4haZFPFNxXy4m3hJunjM8p;The Metal;Tenacious D;165960.0
77233;0.96;0.43;0z09OVa4ZNJ4oQydl9XolX;Adrenalize;In This Moment;255773.0
77236;0.974;0.348;1wdd1nH9JwrVc32RUmSySE;Before I Forget;Slipknot;278600.0
77238;0.969;0.29;4VGUcTzWj0ebZ0UgI9irJL;Stricken;Disturbed;245227.0
77239;0.872;0.562;5cTo534XBM6ZB04ibHOARl;Cult of Personality;Living Colour;294933.0
77240;0.995;0.352;7BVWeO3bsnXFo3ccqZ0CB1;3's & 7's;Queens of the Stone Age;214240.0
77245;0.965;0.664;1Iak3HBNq9OMbkDCnc4bb6;I'm In The Band;The Hellacopters;199093.0
77248;0.962;0.489;2EvalalR3ea41HYRywdNKc;Can't Be Saved;Senses Fail;187640.0
77264;0.887;0.961;5jE48hhRu8E6zBDPRSkEq7;All About That Bass;Meghan Trainor;187920.0
77272;0.924;0.922;1hlveB9M6ijHZRbzZ2teyh;We're Not Gonna Take It;Twisted Sister;219667.0
77274;0.712;0.799;1rIKgCH4H52lrvDcz50hS8;Lush Life;Zara Larsson;201122.0
77275;0.681;0.285;1QEEqeFIZktqIpPI4jSVSF;More Than a Feeling;Boston;285133.0
77283;0.617;0.718;58XWGx7KNNkKneHdprcprX;Rock You Like A Hurricane;Scorpions;252493.0
77289;0.86;0.342;3loGBu1iiLtaB6oDm0VkTT;Can You Feel My Heart;Bring Me The Horizon;227296.0
77291;0.893;0.174;3H3nKeXkD84Us8t9IDbKua;Bad Company;Five Finger Death Punch;262267.0
77294;0.702;0.299;5Za8bsHPb08SZXm0bvbDXy;Crawling;Linkin Park;208960.0
77296;0.966;0.533;1RcABeMCAH0UQi0yF4drXj;Cut the Cord;Shinedown;224597.0
77297;0.991;0.324;3jaEzszdu0r4kXL1W6NKuq;Land of Confusion;Disturbed;287067.0
77298;0.883;0.544;0rSdhfeQmYAfzO3kcjsCpg;Whore;In This Moment;245533.0
77303;0.951;0.571;2zzUpxEBD9O6OuhY4pqJuE;Fake It;Seether;193893.0
77312;0.966;0.525;1HrEnf8mgS1Grlf0PKjDCO;Indestructible;Disturbed;278027.0
77313;0.919;0.322;764wYq2eofYk0r1SBKjroh;Still Counting;Volbeat;261813.0
77320;0.941;0.509;2tlETUiIcT9IiQYDUdnj4B;Painkiller;Three Days Grace;178853.0
77332;0.949;0.406;7akSWR8b2LrMnfh0ceChbj;Afterlife;Avenged Sevenfold;352427.0
77340;0.936;0.165;4ynbl7vMupf7oXvCGB4hEF;You Think You Know;Device;219787.0
77341;0.982;0.497;0QjjdpAYXM0yCTPjyVTlvt;Vilify;Device;219773.0
77345;0.96;0.416;0bIaAG656Kq0JGmw3N1TeS;One For the Money;Escape the Fate;199960.0
77368;0.892;0.152;6WsaEpK2Bky9ZGCCaQPyg4;Mad World;Timmy Trumpet,Gabry Ponte;153304.0
77399;0.867;0.301;2jkoanGKXN9I3gfeYo4aph;Toss A Coin To Your Witcher;Coone,Da Tweekaz,Hard Driver,Bram Boender;252800.0
77406;0.943;0.207;4TuNI3WEMyLQAKRMJmcQdA;Narco;Blasterjaxx,Timmy Trumpet;208635.0
77424;0.921;0.617;5ykdEvOIec7UjP2N4Vcuyv;Al Pacino;Timmy Trumpet,Krunk!;221579.0
77437;0.963;0.179;1moFkZDqcjQNeXtyoanLHv;Blah Blah Blah;Armin van Buuren;183519.0
77442;0.739;0.15;5wsskBPgW3pw876uCa9JX4;The Only Way Is Up;Martin Garrix,Tiësto;258440.0
77446;0.879;0.942;6dK1HEHZcQlh24bSU7pTaZ;Mundian to Bach Ke;Panjabi MC;244667.0
77455;0.911;0.211;6FzjJPwf5JzzFOei7h6Qrp;Great Spirit;Armin van Buuren,Vini Vici,Hilight Tribe;215773.0
77456;0.798;0.857;1vnnXMrBeEWiRg3YCMCjQq;Despacito - Remix;Luis Fonsi,Daddy Yankee,Justin Bieber;230413.0
77468;0.824;0.332;22GbAGb80ZZNgm2yrBMnpR;Wherever I May Roam;Metallica;403867.0
77470;0.89;0.249;6nswV1Lz3OZkaiCJfmVUOa;The Unforgiven II;Metallica;396440.0
77475;0.706;0.839;4hrae8atte6cRlSC9a7VCO;Always On Time;Ja Rule,Ashanti;245133.0
77485;0.601;0.68;567UAkWoLBqZ709s3Qcbze;Maria Maria (feat. The Product G&B);Santana,The Product G&B;261973.0
77497;0.692;0.527;4nva9EpKntUTs6CRSGBCn9;Just A Lil Bit;50 Cent;237707.0
77498;0.916;0.695;2Ozc0me9PV5vlt8cokwdvI;Lean Back;Terror Squad,Fat Joe,Remy Ma;247427.0
77512;0.664;0.565;3wMUvT6eIw2L5cZFG1yH9j;Country Grammar (Hot Shit);Nelly;287000.0
77523;0.496;0.426;4qikXelSRKvoCqFcHLB2H2;Mercy;Kanye West,Big Sean,Pusha T,2 Chainz;329320.0
77524;0.481;0.406;4bUfMNNmiCmPXVyWzIfKeZ;E.I.;Nelly;285907.0
77540;0.793;0.739;4EM8ZRafUv02ugYyJoJo7o;Christmas All Over Again;Tom Petty and the Heartbreakers;254200.0
77542;0.598;0.303;5psEZhQu6lukjhavJo4AbC;SO DONE;The Kid LAROI;126521.0
77543;0.634;0.569;2opHCc3qNPHIaHPKQmOYIl;The Best Side Of Life;Sarah Connor;229333.0
77549;0.214;0.363;5a1iz510sv2W9Dt1MvFd5R;It's Beginning to Look a Lot like Christmas;Michael Bublé;206640.0
77551;0.622;0.961;30WHma5z5Sty54jbtoxYEy;Run Rudolph Run;Chuck Berry;164573.0
77573;0.589;0.68;3KQZfTzm43Z1fqTr3YjmBO;What Christmas Means To Me;Stevie Wonder;148307.0
77574;0.121;0.166;2yi7HZrBOC4bMUSTcs4VK6;"Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version";Kristen Bell,Agatha Lee Monn,Katie Lopez;206507.0
77575;0.752;0.433;4dBQWyoZmmgvFBlALGlqZi;Merry Xmas Everybody;Slade;223684.0
77596;0.604;0.885;1Ch2cPleHoVVXLVRRrGF6o;Don't Come Home A-Drinkin' (With Lovin' On Your Mind);Loretta Lynn;126920.0
77631;0.831;0.707;2rjeRpzY5eKn2zZMwAfuod;A Thousand Miles from Nowhere;Dwight Yoakam;268386.0
77639;0.666;0.562;2tUJbvjNznjNZfCeKtkhGm;H.O.L.Y.;Florida Georgia Line;194760.0
77643;0.285;0.685;6w4qRwQf8J9tuprfWVtc4H;Coward Of The County;Kenny Rogers;258307.0
77644;0.647;0.628;4uUwD0uYzIDjKMKQglzmD2;Song of the South;Alabama;190747.0
77646;0.127;0.389;7ETtI1QTDcdI8yL55eXVOF;Blue Eyes Crying In the Rain;Willie Nelson;138440.0
77670;0.628;0.364;7wydLNSdNqSNlxPWPJJvdy;Kodomotachi;Susumu Yokota;246347.0
77686;0.422;0.217;3PAC15iDIHk7IWD8ShSgWh;Teri Mitti;Arko,B Praak;313999.0
77708;0.0865;0.028;2PIctcJ6qsn4EXcSpo7Dfi;"""Return""";John Williams;191533.0
77713;0.554;0.512;5oeOWXjH8NZFOWP0SpSXqV;Chamber Of Reflection;Mac DeMarco;231720.0
77715;0.81;0.594;1KIJclzEbNhSVw8tiHPWwE;Young;Vacations;189160.0
77718;0.758;0.619;29tzJGvqJPTAFs6LXmsHoA;R U Mine?;Arctic Monkeys;201726.0
77719;0.921;0.696;1aXV8GrmQLvgoFtBPERP7E;Jealous;Eyedress;122339.0
77721;0.611;0.748;0CrPeAu34XUs6Kkc7ND6mH;Struck By Lightning (feat. Cavetown);Sara Kays,Cavetown;154331.0
77722;0.9;0.937;3jfZ9M23l0L7RxzYMTgBTv;Looking Out for You;Joy Again;179499.0
77736;0.837;0.511;5ft1GmMZA4uNX7afvQfDLn;Just Like Heaven;The Cure;212827.0
